"193","512","5","Simple, Durable, Fun game for all ages","This is an AWESOME game! Almost everyone know tic-tac-toe so it is EASY to learn and quick to play. You can't play just once! The twist is that your pieces are slightly different sizes - just big enough to gobble up your opponent. The first person to mak","2022-06-26 16:05:32","0"
"515","594","2","Review of Kelly Club for Toddlers","For the price of 7.99, this PC game is WELL worth it, great graphics, colorful and lots to do! My four year old daughter is in love with the many tasks to complete in this game, including dressing and grooming wide variety of pets and decoration of numer","2013-08-22 01:14:43","0"
"105","793","1","SOY UN APASIONADO DEL BOX","Y ESTE LIBRO ESTÁ ESPLÉNDIDO !Lo disfrutas, lo puedes usar como obra de consultaNos trae LAS HISTORIA DE LOS BOXEADORES MÁS BRILLANTES, DE LOS CAMPEONES DURANTE CIEN AÑOS !!Si te gusta el box...¡NO TE LO PIERDAS !","1973-08-09 23:19:43","0"
"58","750","3","Some of the best fiddle playing I have heard in a long time","This is an excellent album with some great fiddle playing. Ryan is amazing to watch when he plays in person. You can feel the emotion he puts into each song.","1972-05-05 07:38:33","0"
"226","335","3","Long and boring","I've read this book with much expectation, it was very boring all through out the book","1991-11-26 18:12:15","0"
"597","440","0","Dont like it","This product smells when you open the package and it appears one of the gel cushions leaks so I spent $10 and havent worn then. I wouldnt buy this product again. Dont waste your money on something you may not be able to use.","1993-06-29 11:54:25","0"
"155","435","2","one of the last in the series to collect !","The magazine was in very good condition and had the usual high standard of articles and photos that Victoria magazine has come to represent. I have collected all the previous magazines of the series and still enjoy leafing through them on a rainy day","2015-07-01 06:27:28","0"
"486","217","3","Sony Hi8 Camcorder with 2.5 LCD","I believe I will be very happy with the camcorder. Its small,light and easy to handle.The LCD is clear and bright.Ease of operation.","2011-11-01 10:22:43","0"
"909","715","1","Don't Take the Chance - Get the SE Branded Cable","If you purchase this data cable, you need to know that you will receive no real directions or information regarding what to check if nothing works. As directed, I downloaded all of the files from the SE site (70MB on dial up!), and then downloaded all of","1983-10-13 08:19:39","0"
"250","208","1","Waste of money!","Like many of the Barbie CD Roms, the playtime is limited - averaging about 5 mins for each of my two daughters (ages 5 & 7). Like the Barbie movies and other CD Roms the graphics are poorly done.","2013-06-23 21:10:29","0"
"401","174","3","works great","i bought this item to connect to a strobe light. unit functions well. not sure that it has all the range claimed, but i never really believe everything a manufacturer claims about a product like this. just too many variables. I can say it works from my n","2019-03-27 10:33:24","0"
"608","359","3","Has No Range","I suppose if you were going to sit in the same room and have line-of-sight with the device, lamp, etc. plugged into this control, it might work. Maybe. But I had it completely within the stated range and one basic house wall separating me and the unit, a","1983-04-26 10:52:23","0"
"292","223","4","wish i had gotten this sooner!","ive got a lamp in the corner of my room behind my desk thats a complete pain in the arse to turn on and off. ive been using this with the lamp for a month now and it works perfectly. added a little velcro and now i have a light switch where ever i want. ","1973-07-16 22:16:06","0"
"739","692","3","Three Days of Use and It Broke","Very disappointed in this product. It worked perfectly for exactly three days and could not be resuscitated. It was very inexpensive so I did not want to pay half again the price to ship it back for an exchange, so the company would do nothing when they ","1991-12-05 01:47:00","0"
"241","618","2","This is the all time best book!","This is the all time best book. She mentoins in the book how anyone can be a vampire, who knows. Well anyway I like the idea of having one soulmate and one crazed werewolf crush. P.S I think that it is a good twist on the story about how anone can be par","2013-06-02 16:44:30","0"
"579","90","1","Mary Ash","Can't believe I have never reviewed this book before. First read this back when I was 13. Like a lot of girls wanting the mysterious boyfriend and believed in soul-mates which drug me into these books. Rereading it over time years later still stands the ","2009-02-27 07:20:12","0"
"176","454","4","Tha BOMB of a book!!","L.J. Smith is the best author in the whole world. I read this book a year ago but I can't stop reading it. It is beyond sweet. I love Ash.The entire Night World seris is the bomb. I read mostly everyone of L.J Smiths book and they all are awesome. I thin","2015-04-06 21:40:05","0"
"964","598","3","This book was a great book that i have read many times!","This book was so great! I loved and read it so many times that i will soon have to buy a new copy because my last one fell apart. I just hope that there is a follow up on this story because I want to know if Mary-Lynette and Ash get together.","2019-12-21 19:28:45","0"
"693","71","4","They'd watch it nonstop if I'd let them","apart from it arriving broken the first time, my kids are loving this DVD, which I alternate with the other I purchased to keep my own sanity. This DVD has created a Thomas fan out of my 3 1/2 yr. old daughter as well.","1984-12-29 21:26:44","0"
"948","478","3","Not as expected...","My children get easily bored with this video. I thought it was several episodes of Thomas but it has A LOT of just children and parents talking about Thomas and all. It doesn't keep the kids attention because what kid wants to sit and listen to a bunch o","2010-01-21 14:51:36","0"
"637","523","3","Wonderful","I went online for information about Dockers Khaki pants. The size my husband wears are very hard to find in stores. I was very impressed with the selection I had and he was thrilled to have all these pants without having them taken up in the length. The ","1982-12-10 15:48:43","0"
"664","729","1","Doublecharged for shipping because merchant was backordered","Merchant was out of stock on the second pair of pants, so when it was shipped I was charged $9 again when the second pair was in stock weeks later.Will not buy from Amazon vendors again.","1999-02-09 21:01:36","0"
"336","747","2","Book of Chance","I had just finished reading 'The Food of Love' by Anthony Capella since I had nothing to do, but read. Mind you, reading is one of my favorite pastimes.I had recently bought a series of books. The Food of Love was just one of the books I just picked up s","2013-05-16 14:56:19","0"
"207","301","5","Light reading, light in substance","A clichéd storyline based on the classic Cyrano de Bergerac, this book reads like a rookie novel written by someone who has a knowledge and passion for Italian culture and cuisine, but little experience in developing a story. I can understand Bruno and h","2021-02-12 15:32:44","0"
"740","609","5","WeiB FOREVER!","This is a great CD!! I love WeiB Kreuz!! The anime is awsome! Its bout 4 guys (hhhooottt) who work at a flower shop, but at night they are the White Hunters (or Byce as in the anime) they are assasins that ""hunt the tomorrow"" of Bad guys, the bad guys th","2004-01-11 15:01:15","0"
"290","255","4","Great Book--unacceptable condition","I was looking forward to receiving this book, as I was going to New Orleans to Antoine's restaurant. I read the book at least thirty years ago and wanted my own copy. This book came without a dust jacket and was so musty that I could not read it without ","2013-01-10 11:12:34","0"
"384","541","1","Real HTML for people who build sites for a living","This book is simply great! If you build sites for a living you probably struggle with books that trivialize HTML and present its syntax willy-nilly. This book is the ONLY book I've ever seen that actually seems to be written by someone who builds sites p","1973-12-14 14:16:42","0"
"755","74","1","Marriage has its good and bad moments","This is a tear-jerker mixed with humor. A lot of rough patches for this couple but don't let that scare you off because there are also a lot of good times, too. I watch this movie often as I am a hopeless romantic and I thoroughly enjoy the music and dan","2011-11-28 17:49:26","0"
"776","304","1","Amazing...","love it...very touch.it's to bad that in the dvd description doesn't mention no subtitles","1989-01-10 01:46:03","0"
"504","272","0","Leslie in a nutshell","Danelectro DJ-20C Rocky Road Spin Speaker Mini Effects Pedal, is an amazing little pedal!I use it with guitar, and keyboards.Using with Keyboards, organ mode(doesn't matter which type) jazz, rock, gives me an instant controllable Leslie effects.it includ","1998-02-15 16:35:04","0"
"808","73","2","More Romance Please and Less Mystery!!","the reason i gave two stars when I usually give 5 stars for ms. feehan's books is b/c this book was tooooooo mystery/gothic genre rather than romance. I really didn't feel like the two main characters were in love, in fact the entire book was almost enti","2001-10-04 08:57:57","0"
"317","264","5","A Lost Author","I have read all of the Carpathian novels to date, except one. I very much enjoyed them at first, but nothing EVER gets resolved. You would think that after 16 books something would have been resolved and a new obstacle introduced. As for this book, it is","2001-08-05 02:04:18","0"
"742","629","1","Okay but Messy....","We purchased this bag for a vacation we were taking a cruise and we wanted to use it when we left the ship. The bag was convenient to carry, however the faux leather began peeling. At first it wasn't so bad but then it became annoying because it then beg","1995-01-13 21:07:10","0"
"462","116","2","Patricia Cornwell has turned me into a reader","I was never really a big reader before and somebody put me on to Patricia Cornwell. Well, now I can't put her books down. Her books just get better and better as you go through the Kay Scarpetta series.I really enjoy the series concept and the fact that ","2010-06-15 08:19:02","0"
"710","489","0","Best of the First Four in this series.","This is an awesome book. Kay just keeps getting better and better. It's also fun to see the characters develop more with each book - Kay herself as she seems to be always ""one against the world"", Marino who it appears is heading towards some sort of hear","1986-03-27 06:48:35","0"
"362","457","0","Great Beginning...poor ending","Parricia Corwell, Cruel & Unusual was breathtaking in the beginning! Her relation to her family, her dedication to her work exeptional. However, this story began to get boring towards the end...the ending, not too great.","2004-04-12 12:49:01","0"
"627","174","5","12 Y/O Potty Humor From 40 somethings does not a comedy make....","Saw this movie and felt compelled to warn people not to waste 144 agonizing minutes of their lives. In a nutshell, I have heard many more clever jokes and ""one-liners"" watching King of Queens on cable.....SERIOUSLY FOLKS, it's THAT BAD....the bad jokes a","1997-07-23 23:58:41","0"
"999","2","5","I wish Adam Sandler wasn't in this.","I should have known going into this movie having Judd Apatow a part of it would mean I would hate it. However, having Adam Sandler in it and seeing the previews in the theater we gave it a (very hopeful) chance. The movie loses it's true premise of havin","2004-06-03 19:36:27","0"
"360","46","0","Wonderful, baffling mix","This has just about everything. The rabbi, of course, is learned and devout, even if his schooling causes some nervousness. The cat becomes fantastical when some mystery grants him human speech. The visit abroad captures all the distrust of the alien tha","1983-01-03 15:11:59","0"
"409","453","4","No another grill like this...","This grill is one of its kind...It can be use anywhere without so much hard work..it fits snugly anywhere....","2009-11-07 13:34:33","0"
"612","641","0","Disappointment at it's extreme","I had never read this author, but knew of many who did. When I read that this book was being made into a movie, it seemed a good opportunity to read her, before seeing the screen mess up her work. Now, I pray that the screen does so.I was extremely disap","2013-08-31 05:06:34","0"
"980","118","5","From Potter's Field by Patricia Cornwell.","This was a very good book with excellent descriptions. It's a real page turner and keeps you wondering what's going to happen next. The best parts are at the very beggining and the end.","2007-01-09 07:25:38","0"
"449","315","1","An Engrossing and Chilling Read","My first foray into the novels of Patricia Cornwell has left me impressed. The characters were intense and realistic. My only concern is that the ""evil"" Temple Gault at the end of the novel is as vague as he was in the beginning. Why did he decide to tra","1993-05-06 20:12:18","0"
"961","407","1","great book. i loved it! they mentioned a movie, where is it?","the publisher said soon to be a movie. does anyone know if a movie was ever created?","2013-04-03 23:13:26","0"
"844","782","3","Simply Awesome!","This was only my first Cornwell novel and I'm hooked! In the past few months I have managed to collect all of her books and I can't wait to dive into them! This summer will be a suspensful one for Scarpetta and I.","2016-08-24 04:43:01","0"
"889","530","2","Predictable & has a lame ending","I have read all of the Scarpetta novels & this is not the worst (that would be Cause of Death) but rt. up there. I thought the story began well enough, but the ending was lame. The plot was predictable. Lucy is nauseating as ever & wish she'd die. Scarpe","1990-04-27 04:40:14","0"
"920","694","5","Black Knight C2C Heat Squash Racquet","Great racquet! But I'm a power hitter I have no power Generating Difficulty With This racquet. My style is to try to volleyball and everything I've found this racquet to well balanced and maneuvered. I like the factory grip although with distinct ridges ","2014-09-14 06:19:50","0"
"550","674","3","A historical gem whose title obscures its intent","Started laughing in the second chapter....enjoyed the book after I realized that I wasn't going to learn anything new. It's obviously a miracle that we survived for the 65 years since it was first published.And seeing that the pending insolvency of the U","2001-02-18 14:34:09","0"
"381","540","1","Vastly overrated work of fiction","I was sorely disappointed in this vapid and smarmy demogoguery. Sure, back then there was no Google searching nor number crunching laptops. But plenty of economic data was available which the author managed to circumvent. Probably the book's greatest fai","1998-04-11 00:25:31","0"
"737","781","1","sergeant frosts lonely hearts club band","edith has created a venue for herself to exorcise melancholic memories with painful melodies. there are no disguises on this collection. lonesome guitars and medicinal piano radiate the mood of broken spirits. she writes all her own songs. these ballads ","2003-11-04 20:51:16","0"
"708","836","2","Great Camera","I recently purchased this camera and I'm very satisfied with it. I find the quality of the pictures with this camera as good if not better than anything else without going to digital. It is very comfortable to hold and the controls are easy to use. I hig","1999-10-19 22:25:04","0"
"975","598","5","Had to return it","The sizing is perfect and a medium fits just right. I am 5'2 size 4 137 lbs before baby and i gained about 35 lbs during pregnancy, just an idea for sizing but keepin mind that everyone has different fat distributions on their bodies. I don't like how my","1995-06-08 09:36:24","0"
"330","706","4","Broke the 2nd time I wore it, great until then","I think this product provided a great fit. I was able to hook on the first row by myself within about 5 mins max. It wasn't quite as difficult to get on as I thought it might be, although it isn't particularly easy either. I tried it on and wore for abou","2020-09-09 08:07:19","0"
"493","589","3","The amazing squeem","I love love love the squeem!!! The before and after pictures are definitely real!!! You can immediately tell the difference when you put it on it definitely improves your posture, you eat much less since it squeezes the he'll outta you but its not an unc","2012-01-05 06:53:34","0"
"585","19","4","Great Product","A friend recommended this product to flatten the tummy for great look in a dress. I brought a medium according to the measurement guide lines but I needed a small. It was extremely difficult to put on so I needed assistance. Once it was on I was still ab","2005-08-01 02:32:13","0"
"903","274","2","I recommend ordering a size or 2 larger than your regular size.","I ordered the Squeem waist shaper in a size small...my general size is 4-6, I'm 5'4 and weigh 120lbs right now; over the winter I ate too much cheese and gained about 7 lbs which isn't much to complain about but I have a roll of belly fat that shows thro","2000-11-18 04:57:40","0"
"259","842","4","WASTE OF MONEY: The inner metal rods keep poking through","The squeem is a great idea but the construction is not the best. While the product compresses your stomach, the inner metal spines bend and then protrude at the ends. I have had to sew the ends repeatedly but the spines keep poking through. At one point,","1979-11-15 14:58:31","0"
"875","691","4","CAUSES BRUISING AND BLISTERS IF WORN TOO LONG","I ordered this product to slim down my stomach. I was looking for something I could wear all day with my jeans as well as underneath my dresses. I wore the squeem to work occasionally and then I would take it off when I got home. When I would take it off","1990-11-25 19:03:37","0"
"308","64","5","Not happy","I was really unhappy with this. I followed what others said and ordered based on my prepregnancy size. It was WAY too small at 7 weeks post-pardum. I'm ten weeks post-pardum and may try it again but it was a real self-esteem crusher initially. I'm a size","2018-07-26 03:21:57","0"
"115","392","4","nice product","My wife loves it but we unfortunately perchaced the wrong size. She made a coment about the sizing chart being in dress sizes and she picked the size she is and we received it and the apparel was way too small. We have been meaning to exchange it but its","1979-06-28 00:38:56","0"
"514","845","2","Does the job","I have been looking for something to hold in my stomach that wasn't elastic based. Found this item and have to say I am pretty pleased. The hooks do take a while, but once they are all done, the waist cincher does what it says it will do. The only negati","1976-06-27 01:05:12","0"
"418","718","5","conspiracy theorist","The author is very likely a Kurdish nationalist, not implausibly a quite supporter of the PKK. As a Communist, he has no room for religion. His analysis is misleading, basically he runs after Muslims under the banner of Islamism, he seeks to undermine th","2008-08-29 02:22:56","0"
"710","47","1","Another disappointment from Higgins","This novella (stretched to 271 pages by wide margins and double-spaced lines) reads like a screenplay treatment. There is very little character development, movie-like dialogue, and plenty of mindless action. The ending is wholly unsatisfying and I'm led","1985-06-27 01:10:35","0"
"262","828","0","1, and thats being generous....","I have read many of Jack Higgins' books and this is the poorest so far, in my humble belief. As I travelled thro' the pages it just got harder and harder to believe the simplicity with which Mr Dillon strolls thro' the events at hand. The story also lack","1974-05-22 18:21:14","0"
"975","160","0","Good matt nude lipstick","It's got a nice warm scent of vanilla-like smell. Texture is creamy. Meadow Sweet is a nice nude color. Can't apply too much or else it'll look a bit dry.","1988-10-03 11:12:37","0"
"678","464","4","I would sell it -- book complete with dust cover. Excellent","West is only fairly judged by the breadth of his work. He has a special view of human nature and all its weaknesses.","1989-09-17 15:25:14","0"
"865","423","2","A welcomed change from the frozen plains of Europe","A refreshing, sunwarmed, beautifull change from the frozen steeps and plains of Ice Age Europe. A delightful story of a woman who must face and overcome immense odds to survive. The plot line moves in different ways from other ""Woman against the odds"" no","1972-09-01 18:36:26","0"
"967","416","5","where does the Novel begin?","I found it preachy and long and got.very bored to claw my way through the very wordy prologue.Then tried to find the.actual novelFinally gave up!!!","1978-11-06 19:05:57","0"
"826","518","5","Avoid it.","The abridged version of this book would read as so:""Sin is inevitable. So make the best of bad situations. And oh by the way... women are strong.""There ya go. Nuff said. I don't need to read obnoxiously long sentences lamenting on one sentiment for the e","2015-03-19 22:04:32","0"
"407","597","4","ok...","this book was recommend 2 me from my neighbor. but i dont think that dis is dat gud of a book 2 recommend... i didnt like it 2 much but...","2011-01-13 15:22:59","0"
"413","616","2","The Scarlet Letter","I really enjoyed this book. It shows the judgmental tendencies in our human race and how one woman strove to live a life of service to others to gain redemption for her mistake. Can't go wrong with the classics.","2007-02-16 01:21:00","0"
"686","795","0","This edition is not complete","This review refers to ISBN 978-1613823613. With no explanation or indication that it is doing so, this edition leaves out the author's introductory chapter, ""The Custom-House."" Admittedly, the chapter is long, tedious, and skipped by many. Still, it leav","1981-11-07 19:39:16","0"
"353","303","3","Creepy","The creepiest book I've ever read! It's a creepy mystery/romance all in one creepy book! I would read it again lol","2001-02-26 00:25:57","0"
"903","414","3","A book for those with time on their hands","If this book is so great, then why are there so many people who give it only one or two stars? Should a great book not be able to be enjoyed on some level by everyone? To the best of my knowledge, only erudites and scholars enjoy this book. A good book, ","1979-05-20 14:06:11","0"
"407","576","5","Painful","This book has to be one of the most tedious works of literature ever written. Hawthorne is a great writer, but I don't know how this book made it into that sacred list we call ""classics"". Perhaps on the merit of his name alone?","2005-12-07 09:01:28","0"
"121","786","3","Great novel","The Scarlet Letter by Nathaniel Hawthorne is a great novel. It takes place in Boston, Massachusetts during the era when Puritans were there. The main character Hester Prynne is forced to wear a Scarlet Letter A for adultery because she cheats on her husb","1995-02-16 14:13:32","0"
"778","641","0","Horrible reader","i couldn't listen to this book because the women reading it has such a screechy horrible voice so i can give no review of the actual book but whatever you do try to find a version with a different reader if you're into audio books","1991-10-21 08:04:42","0"
"911","783","2","Mistake?","I ordered the Penguin edition for this book five weeks before my grad class started. It was very important to have the correct edition for proper pagination. I PAID for the Penguin edition. I GOT the $2 Dover Thrift edition three weeks later. When I call","2005-04-22 07:57:40","0"
"171","425","1","The ""Scarlet"" Letter","Much to my amazement, this book has been placed on banned lists in several states. It's an excellent study of the devastation caused by guilt. Although the story does allude frequently to adultery, there are no graphic details that would make it unsuitab","1993-02-11 12:05:04","0"
"192","350","5","The Scarlet Letter a must read for any American","The best book that I have ever been assigned to read for school by far. The way in which Hawthorne captures the shame that Hetser , the wearer of the scarlet letter, feels everyday and the utter torment that the weak Dimmesdale is in by not coming forth ","2011-05-06 00:54:19","0"
"414","782","5","The Scarlet Letter: A soap opera","Although this book, is considered a great work of literature, written to describe the harshness of Purtian New England. Plus, this book was heavily laiden with symbolism, and many other literary tools.The scarlet letter is a soap opera, and a bad one at ","2008-09-29 08:52:46","0"
"579","21","3","This book is Great!","One might notice that many of the negative reviews of this book contain horrible grammer and multiple spelling errors. Although I respect those who disliked The Scarlet Letter, I disagree. It's no wonder that people that don't know how to capitalize the ","1998-02-05 23:01:57","0"
"211","541","5","I had to read it...","I had to read this book for school. I did not like it. I'm not sure what the point is of this story; several people hae told me what they think it is but I dont agree and they dont agree with each other.","2002-01-30 11:47:20","0"
"674","257","2","Possibly the funniest movie ever made.","It starts off a bit slow, but once the product placement jokes start it takes off.","2013-11-09 18:57:43","0"
"896","157","4","same problems as munchkin version","Ditto to other complaints - won't separate easily- either by unscrewing or prizing. Cheap, flimsy, leaks water also because no gasket. I'm looking for something else and hoping reviewers will give honest good advice . . . this almost identical to product","2007-04-20 07:29:36","0"
"643","192","1","Sassy Baby Warming Dish. Interesting concept.","We tried the Baby warming dish. We found that for our 1 year old it was pretty small, and didn't really hold enough water to keep her warm.I think it would work ok for an infant, although I think a blanket would work just as well.Recommendation:Buy******","1970-05-12 03:25:52","0"
"371","108","1","Unreadable!","As good as this book may be, the print quality is so bad that I cannot read it. Zero stars would have been more appropriate.","1972-03-01 20:13:17","0"
"705","333","5","Used for circuits project","I used the generator for a circuits project and it works pretty well with little resistance, however the wire connections seemed cheap and very loose. I would recommend buying a battery powered one with rechargeable batteries if you're worried about the ","2003-08-03 19:59:37","0"
"404","773","3","Two Tedious Hours","The early success of Adam Sandler's films gave him this mistaken impression that he was an actor and a writer. This film proves he is neither - and a grating voice-over guy to boot. I enjoyed Happy Gilmore and to a much lesser degree, Little Nicky and Bi","1973-06-02 06:30:02","0"
"891","390","2","one of the worst movies of 2002","god!!! what a dumb movie. the fact that Adam Sandler can do this is just wrong....never lives up to what if true and it down right smells like cheese....sick and demented jokes dont help its premise...though Whitey gets a few lifes...nicely animated but ","2011-04-08 13:10:56","0"
"562","216","5","Fantastic","A movie that makes you feel a lot better about the holidays. Although not a childish movie, Eight Crazy Nights is a fantastic Sandler movie.","1988-01-11 05:25:34","0"
"65","104","3","very disappointing","The movie is vulgar and not meant for children. It is a typical Adam Sandler movie, with foul language and raunchy humor. Not enjoyable at all.","2000-04-18 12:53:39","0"
"716","798","5","Sandler Strikes Out","8 Crazy Nights might have been a sweet film with a good message for kids, but the scatological humor, offensive language and explicit sexual references made it unsuitable for my 10-year old. The plot, on the other hand, while fine for 10-year olds was to","1998-01-25 21:49:01","0"
"832","771","4","Not the worst, but far from good","This film has the dubious honor to be included in the book ""The 50 worst films of all time"". It is definently not one of those, but one can hardly call it a proper film, either. It is rather a loose framework in which 12 new songs could be presented in a","1988-03-15 17:24:55","0"
"153","53","2","Been waiting for a foreign lauguage AOL CD?","I have, too, but this isn't it. The translation is very choppy, the singers are medicore at best, and the orchestrations are too overwhelming. ""Love Changes Everything"" is shredded to the point where it hurts to listen to it.Oddly, the best song is the F","1981-09-30 19:16:29","0"
"991","598","5","It Rises above the ""Fluff"" Books","The first thing that struck me was that it was easy to read. The print was readable and the illustrations were helpful. I did also find some grammatical errors as an earlier review said. But mostly it was very specific and practical. The chapters most he","2013-10-31 06:31:13","0"
"879","837","0","Itten The Elements of Color","I was so very pleased to review the art book which arrived in pristine condition. I would have rated it in Excellent condition, rather than very good. I would like to thank the person who made it possible, but have misplaced her name and address.","2012-06-29 07:53:11","0"
"174","704","3","great IMO","First of all, I saw the review by ""Tyley Mike ""Relite"""" and thought he was grossly overcritical of EVERYTHING and every instrument played... so I'd like to hear Tyley Mike's album, since he thinks he can do better :) --seriously! I think some people don'","2021-03-05 14:57:25","0"
"631","618","2","I wish...","...i had never heard Fair to Midland before hearing this music but cant help making comparisons. It is still wonderful music and Ill explore it further...","2000-07-07 06:04:00","0"
"589","418","0","Good follow-up to El Cielo.","A bit of a change this time for Dredg, less progressive material, more straight ahead rock tunes. I was a little disappointed in it. It doesn't have alot of stuff going on like with El Cielo which is pretty big compared to Catch Without Arms. But still t","2003-12-10 12:24:51","0"
"501","442","0","WOW!","This book really bothers me. If you are a parent trying to deal with the daily struggles of having a child with a disability, do not read this book. It does not offer any advice for parents, just helps fuel negativitiy. Please do not put yourself through","1970-01-30 22:09:00","0"
"609","38","4","80s Hard Rock","One of the 80s rock bands that capture my ears!!! It's pity that they are almost retiring soon...","1996-09-11 14:48:24","0"
"256","592","0","Low class effort by High Class Band","This material represents why the 80's died, the music is bland and poppy, the Wilson sister's garnered their wigs and corsets and the the music became something of an inside joke to those mentioning real bands. Looking back at the cd the music is very da","1995-08-26 03:30:24","0"
"280","484","5","Good Quality Cell Phone Holder","Contrary to other review, I found my cell phone holder to be of very good quality and have used it for a long time now with no problems whatsoever.","2015-05-16 00:26:00","0"
"639","420","1","Loved it!","I LOVE Christmas movies and these are some of my favorites! I always bring them out when I am decorating and start enjoying the holidays!","2012-06-10 06:18:13","0"
"212","267","2","Charlie Brown Christmas was a Great Christmas Gift!","I gave this movie to a co-worker who loves all the Charlie Brown classics that are shown on TV. She was thrilled when she opened it!","1989-12-10 08:33:04","0"
"672","610","1","There is no way anyone with a soul could ever give this a negative review....","This is one of the sweetest, sad, funny, and actually profound Christmas specials ever. Well, maybe not Dostoyevsky deepness, but there is quite a lot of depth here, unlike a lot of modern Christmas specials, which are just plugs for toys. The suits at C","1980-03-31 21:27:15","0"
"788","816","5","I ought to slug those R movie loving critics! ""They don't know entertainment"" as Krusty would say","I do love ""Charlie Brown's Christmas"", a joy for the entire family, young and old. A Christmas play is being directed by Charlie Brown, and everyone is complaining. Charlie is sad because he doesn't know the true spirit of Christmas, and his friend tells","1975-08-05 02:43:55","0"
"474","378","5","Charlie Brown Christmas","One of my favorite Christmas shows of all time! Great service from the provider.","2006-06-06 01:46:52","0"
"157","479","2","Proof that good things are built to last","When Mr. Schulz and Bill Melendez decided to launch this half-hour special for TV there were many things against the odds: The music, subject treatment and Linus's Bible reading were unlike anything else tried on TV before. Work was done in just 4 months","1992-04-11 06:12:14","0"
"432","790","1","great Christmas gift","This is a classic Christmas tale and was a wonderful gift. I bought it for my friend and she said she will watch it every year.","2016-12-02 03:26:54","0"
"140","467","3","Yahoo for Charlie Brown","Being able to watch something like A Charlie Brown Christmas whenever I want is so soothing to the soul. Especially since I get really busy around the holidays and can't always catch it on TV.","1981-10-02 01:54:50","0"
